True_answer,Response,Image_idx,RT
False,0,0,-999
False,0,1,-999
False,0,0,-999
False,0,5,-999
True,1,5,0.9007097587746102
False,0,0,0.9007097587746102
False,0,5,0.9007097587746102
False,0,6,0.9007097587746102
False,0,0,0.9007097587746102
False,0,5,0.9007097587746102
False,1,0,1.3880000120552722
False,0,6,1.3880000120552722
True,1,5,1.1856533191748895
False,0,5,1.1856533191748895
False,0,4,1.1856533191748895
True,1,5,1.123205727621098
True,1,4,0.7954784720786847
False,0,6,0.7954784720786847
True,1,2,1.4664266325416975
False,0,0,1.4664266325416975
False,0,0,1.4664266325416975
False,0,0,1.4664266325416975
False,0,0,1.4664266325416975
False,0,6,1.4664266325416975
False,0,5,1.4664266325416975
False,0,2,1.4664266325416975
False,0,1,1.4664266325416975
True,1,1,1.1591114274197025
True,1,4,1.1699353909643833
False,0,2,1.1699353909643833
False,0,5,1.1699353909643833
False,0,1,1.1699353909643833
False,0,3,1.1699353909643833
False,0,1,1.1699353909643833
False,0,0,1.1699353909643833
False,0,4,1.1699353909643833
False,0,1,1.1699353909643833
False,0,4,1.1699353909643833
True,1,4,1.2012761799560394
True,1,2,0.9983955695788609
False,0,4,0.9983955695788609
False,0,6,0.9983955695788609
False,0,1,0.9983955695788609
False,0,5,0.9983955695788609
True,1,3,1.0608622415893478
False,0,3,1.0608622415893478
False,0,2,1.0608622415893478
True,1,5,1.5441998317546677
True,1,2,0.9635084973269841
True,1,3,0.8353267926577246
True,1,5,0.7488689820020227
True,0,3,0.7488689820020227
False,0,5,0.7488689820020227
False,0,0,0.7488689820020227
False,0,3,0.7488689820020227
True,1,4,1.4663767556194216
False,0,2,1.4663767556194216
True,1,3,0.967269686574582
False,0,1,0.967269686574582
True,1,4,0.8424806174443802
False,0,4,0.8424806174443802
False,0,1,0.8424806174443802
False,0,4,0.8424806174443802
False,0,0,0.8424806174443802
False,0,4,0.8424806174443802
False,0,2,0.8424806174443802
False,0,0,0.8424806174443802
False,0,5,0.8424806174443802
False,0,0,0.8424806174443802
False,0,2,0.8424806174443802
False,0,3,0.8424806174443802
True,1,3,1.216869248470175
True,1,6,1.4764569168764865
False,0,3,1.4764569168764865
False,0,1,1.4764569168764865
False,0,3,1.4764569168764865
False,0,2,1.4764569168764865
False,0,6,1.4764569168764865
False,0,3,1.4764569168764865
True,0,5,1.4764569168764865
False,0,5,1.4764569168764865
False,0,0,1.4764569168764865
False,0,4,1.4764569168764865
True,1,0,1.466470818821108
False,0,4,1.466470818821108
False,0,1,1.466470818821108
False,0,2,1.466470818821108
True,1,5,1.6536003612563945
False,0,5,1.6536003612563945
False,0,2,1.6536003612563945
False,0,5,1.6536003612563945
True,1,5,1.248059737161384
False,0,0,1.248059737161384
False,0,5,1.248059737161384
False,0,1,1.248059737161384
False,0,3,1.248059737161384
False,0,4,1.248059737161384
True,1,1,0.7644905038032448
False,0,5,0.7644905038032448
True,1,3,1.4963229989953106
False,0,4,1.4963229989953106
False,0,4,1.4963229989953106
True,1,0,1.0765627630898962
False,0,1,1.0765627630898962
False,0,2,1.0765627630898962
False,0,1,1.0765627630898962
False,0,3,1.0765627630898962
False,0,5,1.0765627630898962
False,1,4,1.4160887581674615
True,1,1,1.3884596162533853
False,0,1,1.3884596162533853
True,1,4,0.9984494634554721
True,1,1,0.7176674467336852
False,0,6,0.7176674467336852
True,1,1,1.3103459818812553
False,0,3,1.3103459818812553
False,0,3,1.3103459818812553
False,0,1,1.3103459818812553
False,0,1,1.3103459818812553
False,0,2,1.3103459818812553
False,0,4,1.3103459818812553
True,0,6,1.3103459818812553
True,1,3,1.1544554660940776
True,0,4,1.1544554660940776
True,1,6,-0.30986394979117904
True,1,0,1.3884010359761305
False,0,0,1.3884010359761305
True,1,6,0.9926202226488385
False,0,5,0.9926202226488385
False,0,3,0.9926202226488385
False,0,2,0.9926202226488385
False,0,2,0.9926202226488385
True,1,5,1.4627169939485611
False,0,0,1.4627169939485611
True,1,0,1.0432884898473276
False,1,3,1.316633822658332
False,0,1,1.316633822658332
False,0,6,1.316633822658332
False,0,2,1.316633822658332
True,1,5,0.8737859235261567
True,1,6,1.3234575893875444
True,1,4,0.7430263514252147
False,0,4,0.7430263514252147
False,0,6,0.7430263514252147
False,0,1,0.7430263514252147
True,1,1,0.9360356810793746
False,0,5,0.9360356810793746
False,0,1,0.9360356810793746
False,1,0,1.4443492282298394
True,1,5,0.8735961233905982
