True_answer,Response,Image_idx,RT
True,1,6,1.510360879216023
False,0,1,1.510360879216023
True,0,2,1.510360879216023
False,1,6,1.4443641054967884
False,0,0,1.4443641054967884
False,1,3,1.3815611397840257
False,0,0,1.3815611397840257
False,1,6,1.6538315151628922
True,1,4,1.341732770557428
False,1,4,1.5129976705029549
True,0,0,1.5129976705029549
False,1,4,1.4025630803043896
False,0,0,1.4025630803043896
False,1,3,1.3386380472547899
False,1,3,1.3884853530362307
True,1,3,0.9089046687986411
True,0,1,0.9089046687986411
False,1,4,1.638109182644257
False,1,3,1.4766687320479832
False,1,4,1.504937330595567
False,1,3,0.7174485822361021
False,1,3,0.8996707107289694
True,0,1,0.8996707107289694
False,0,1,0.8996707107289694
True,1,6,1.0734790079332015
False,0,1,1.0734790079332015
False,1,5,1.6598445508243458
True,1,4,1.6418549861882639
False,1,6,1.0920654240253498
False,0,2,1.0920654240253498
False,0,1,1.0920654240253498
False,1,4,1.450879929088842
False,0,1,1.450879929088842
False,0,0,1.450879929088842
False,1,3,0.8268454609969922
False,1,5,1.6989190729036636
False,0,0,1.6989190729036636
False,1,5,0.841349319445726
True,1,5,1.0762804940713977
True,1,5,1.0518594617351482
False,1,5,1.2168411862985522
False,1,4,0.9547711796076328
True,0,0,0.9547711796076328
False,1,6,1.2324724680111103
True,1,6,1.2470302205001644
True,1,3,1.7004589027783368
True,0,4,1.7004589027783368
False,1,3,1.33966839428831
False,1,3,1.5757356955655268
False,1,3,1.1646493221596756
True,1,5,1.3025019222768606
False,1,5,0.7629545720083115
False,0,0,0.7629545720083115
False,1,0,0.8057266942560091
False,1,6,1.310467863917438
True,0,2,1.310467863917438
True,1,5,1.1339394237620581
False,0,1,1.1339394237620581
False,0,6,1.1339394237620581
True,0,0,1.1339394237620581
False,0,1,1.1339394237620581
False,0,2,1.1339394237620581
False,0,2,1.1339394237620581
True,0,1,1.1339394237620581
False,1,4,1.2706224226676568
False,0,1,1.2706224226676568
False,0,0,1.2706224226676568
False,1,4,1.6258133063383866
False,0,1,1.6258133063383866
False,1,4,0.9828362528169237
False,1,5,0.8562712751772779
False,1,6,1.5998819017440837
False,1,5,0.9505389906662458
False,1,5,1.0067411074014672
False,1,4,0.7139344226634421
False,0,0,0.7139344226634421
False,1,5,1.591248142580298
False,0,2,1.591248142580298
True,0,1,1.591248142580298
False,0,2,1.591248142580298
False,1,6,1.1389020276546944
False,0,2,1.1389020276546944
False,1,6,1.5600937019953562
False,1,3,1.3074414287220861
False,0,2,1.3074414287220861
False,1,5,0.8042169914879196
False,1,5,1.2948044466284045
False,1,5,1.148212977215735
True,1,3,1.1948082292510662
True,1,6,1.5835864847140328
False,1,5,0.9480166823850595
False,0,4,0.9480166823850595
False,1,5,0.7570376083349402
True,0,2,0.7570376083349402
False,1,6,1.528935913953319
False,1,4,0.7086772426191601
False,0,2,0.7086772426191601
False,0,2,0.7086772426191601
True,1,4,1.4820762128765637
False,0,2,1.4820762128765637
False,1,6,0.9205277063920221
False,1,6,0.9672866490400338
True,0,0,0.9672866490400338
True,1,4,0.7268787012399116
False,0,0,0.7268787012399116
True,1,5,1.2159527714065916
True,0,2,1.2159527714065916
False,1,3,0.8412575991424092
False,0,1,0.8412575991424092
True,1,6,1.4096285562118283
False,1,3,1.280904804036254
False,1,3,1.3853993331213132
False,1,3,1.5953076027763018
False,0,0,1.5953076027763018
True,1,3,1.641129592415382
False,0,0,1.641129592415382
True,0,2,1.641129592415382
True,1,3,1.074918748869095
False,1,5,1.3225197106585256
False,0,2,1.3225197106585256
False,1,6,0.9032752516213804
False,1,4,1.4952156481558632
False,1,5,1.4165969558889628
False,1,3,1.5467062202114903
False,1,6,1.3666709848839673
False,1,3,0.7319253262867278
True,0,0,0.7319253262867278
True,1,3,0.8054441689491796
False,0,1,0.8054441689491796
True,1,6,0.9277766229060944
True,0,0,0.9277766229060944
True,0,2,0.9277766229060944
False,0,0,0.9277766229060944
False,0,1,0.9277766229060944
True,0,0,0.9277766229060944
False,0,1,0.9277766229060944
True,1,3,0.9287962580783642
False,0,0,0.9287962580783642
False,1,3,1.6023704007202468
False,1,5,0.8483655877462297
False,0,1,0.8483655877462297
True,1,6,1.5734353236293828
False,0,1,1.5734353236293828
True,0,2,1.5734353236293828
True,0,1,1.5734353236293828
True,0,0,1.5734353236293828
True,0,1,1.5734353236293828
False,1,6,1.310530796094099
False,1,3,1.3748809560893278
False,0,2,1.3748809560893278
