True_answer,Response,Image_idx,RT
True,1,5,1.371796966115653
False,0,4,1.371796966115653
True,1,5,1.2756323050271021
True,1,4,1.6225387671365752
False,0,3,1.6225387671365752
False,0,6,1.6225387671365752
False,0,1,1.6225387671365752
False,0,1,1.6225387671365752
False,0,1,1.6225387671365752
False,0,2,1.6225387671365752
False,0,3,1.6225387671365752
False,0,2,1.6225387671365752
True,1,5,1.515220980378217
False,0,3,1.515220980378217
True,1,4,1.4663980204350082
True,1,1,0.8736909689105232
True,1,2,1.2324632346571889
False,0,4,1.2324632346571889
True,1,6,1.1227807897666935
True,1,4,1.5755488858922035
False,0,3,1.5755488858922035
True,1,1,1.1388500209504855
True,0,0,1.1388500209504855
False,0,0,1.1388500209504855
False,0,1,1.1388500209504855
False,0,5,1.1388500209504855
True,1,4,0.998603767118766
False,0,0,0.998603767118766
False,0,0,0.998603767118766
True,1,4,0.8736832697104546
True,1,2,1.0762294280793867
True,1,0,0.7800355769868474
True,1,3,0.9305582521337783
True,1,0,0.9243255837063771
False,0,1,0.9243255837063771
True,1,6,1.341698456548329
False,0,1,1.341698456548329
False,0,4,1.341698456548329
True,1,3,1.4507910758911748
True,1,4,0.8268848641819204
True,1,1,0.886913170448679
False,0,3,0.886913170448679
False,0,5,0.886913170448679
False,0,0,0.886913170448679
False,0,4,0.886913170448679
True,1,1,1.5278473309226683
False,0,4,1.5278473309226683
True,1,6,1.246320787431614
False,0,6,1.246320787431614
False,0,4,1.246320787431614
False,0,5,1.246320787431614
True,1,5,1.5106687456718646
True,1,0,1.619225768612523
True,1,6,1.6201436469564214
True,1,1,1.5913121576377307
True,1,2,0.8785612139836303
True,1,4,1.1535765789012657
False,0,1,1.1535765789012657
True,1,5,1.2636630643391982
False,0,2,1.2636630643391982
True,1,4,0.9202430000877939
False,0,4,0.9202430000877939
False,0,0,0.9202430000877939
False,0,5,0.9202430000877939
False,0,4,0.9202430000877939
False,0,4,0.9202430000877939
False,0,6,0.9202430000877939
False,0,1,0.9202430000877939
False,0,2,0.9202430000877939
True,1,0,0.8142009370203596
True,1,3,1.432504140830133
False,0,3,1.432504140830133
False,0,3,1.432504140830133
False,0,4,1.432504140830133
False,0,0,1.432504140830133
True,1,5,1.500731089094188
True,1,3,1.3884878238823148
False,0,1,1.3884878238823148
True,1,2,0.9606346683503943
False,0,1,0.9606346683503943
True,1,6,0.9204823447362287
False,0,6,0.9204823447362287
False,0,0,0.9204823447362287
False,0,1,0.9204823447362287
True,1,3,1.3822712233377388
False,0,0,1.3822712233377388
False,0,5,1.3822712233377388
True,1,2,1.5991372211356065
False,0,1,1.5991372211356065
False,0,6,1.5991372211356065
True,1,0,1.380929219594691
False,0,0,1.380929219594691
False,0,3,1.380929219594691
False,0,1,1.380929219594691
False,0,3,1.380929219594691
True,1,1,0.8894599313643994
True,1,0,1.072038720943965
False,0,3,1.072038720943965
False,0,5,1.072038720943965
True,1,4,1.0608832520374563
False,0,1,1.0608832520374563
False,0,3,1.0608832520374563
True,1,0,1.208990722130693
True,1,5,1.0063525081277476
False,0,5,1.0063525081277476
True,1,4,1.3728812140907394
False,0,2,1.3728812140907394
False,0,4,1.3728812140907394
False,0,5,1.3728812140907394
False,0,6,1.3728812140907394
True,1,5,1.1458325243584113
False,0,3,1.1458325243584113
False,0,1,1.1458325243584113
False,0,1,1.1458325243584113
False,0,1,1.1458325243584113
False,0,2,1.1458325243584113
False,0,4,1.1458325243584113
True,1,5,1.6280380032403627
True,0,2,1.6280380032403627
False,0,3,1.6280380032403627
False,0,4,1.6280380032403627
False,0,3,1.6280380032403627
False,0,0,1.6280380032403627
True,1,4,0.982856228518358
False,0,4,0.982856228518358
False,0,1,0.982856228518358
False,0,0,0.982856228518358
False,0,2,0.982856228518358
False,0,2,0.982856228518358
True,1,5,1.0320018853017245
True,1,3,1.2249357619075454
False,0,2,1.2249357619075454
True,1,5,1.290781314652122
False,0,0,1.290781314652122
False,0,4,1.290781314652122
False,0,1,1.290781314652122
False,0,1,1.290781314652122
False,0,3,1.290781314652122
True,1,5,1.5747585464487202
True,1,0,1.5064047287814901
True,1,2,1.361469328396197
True,1,6,1.4820886519155465
False,0,4,1.4820886519155465
True,1,2,1.3883753486370551
False,0,6,1.3883753486370551
False,0,5,1.3883753486370551
False,0,3,1.3883753486370551
False,0,1,1.3883753486370551
False,0,5,1.3883753486370551
False,0,6,1.3883753486370551
